Memory Changes in every five min. interval
MemTotal: MemFree: Buffers: Cached: SwapCached: Active: Inactive: SwapTotal: SwapFree: Dirty: Writeback: AnonPages: Mapped: Slab: SReclaimable: SUnreclaim: PageTables: NFS_Unstable: Bounce: WritebackTmp: CommitLimit: Committed_AS: VmallocTotal: VmallocUsed: VmallocChunk: 
509144 6000 39448 403960 0 75456 411860 0 0 16 0 43924 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 5876 39448 403964 0 75456 411864 0 0 8 0 43924 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6000 39448 403968 0 75456 411868 0 0 4 0 43924 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6000 39448 403972 0 75456 411872 0 0 24 0 43924 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6000 39448 403972 0 75456 411872 0 0 4 0 43924 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 5860 39448 403976 0 75456 411876 0 0 8 0 43924 44220 8120 4576 3544 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6000 39448 403980 0 75456 411880 0 0 4 0 43924 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6000 39448 403984 0 75456 411884 0 0 16 0 43924 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6000 39448 403984 0 75456 411884 0 0 4 0 43924 44220 8104 4576 3528 1192 0 0 0 254572 633304 768988 17460 751488 
509144 5860 39448 403988 0 75456 411888 0 0 8 0 43924 44220 8120 4576 3544 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6000 39448 403996 0 75456 411896 0 0 0 0 43924 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6000 39448 404000 0 75456 411900 0 0 8 0 43924 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6000 39452 404004 0 75460 411908 0 0 0 0 43928 44220 8104 4576 3528 1192 0 0 0 254572 633304 768988 17460 751488 
509144 5876 39452 404004 0 75464 411904 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6000 39452 404008 0 75464 411908 0 0 8 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 5876 39452 404008 0 75464 411908 0 0 8 0 43928 44220 8104 4576 3528 1192 0 0 0 254572 633304 768988 17460 751488 
509144 5984 39452 404016 0 75464 411916 0 0 20 0 43928 44220 8124 4576 3548 1192 0 0 0 254572 633304 768988 17460 751488 
509144 5876 39452 404020 0 75464 411920 0 0 20 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 5876 39452 404020 0 75464 411920 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 5876 39452 404024 0 75464 411924 0 0 12 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 5876 39452 404024 0 75464 411924 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 5876 39452 404032 0 75464 411932 0 0 4 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 5876 39452 404036 0 75464 411936 0 0 16 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 5876 39452 404036 0 75464 411936 0 0 4 0 43928 44220 8120 4576 3544 1192 0 0 0 254572 633304 768988 17460 751488 
509144 5876 39452 404040 0 75464 411940 0 0 8 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 5876 39452 404040 0 75464 411940 0 0 16 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 5876 39452 404048 0 75464 411948 0 0 12 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 5876 39452 404048 0 75464 411948 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 5876 39452 404052 0 75464 411952 0 0 20 0 43928 44220 8104 4576 3528 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6496 39452 403492 0 75464 411392 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39452 403492 0 75464 411392 0 0 8 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6496 39452 403496 0 75464 411396 0 0 12 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39452 403500 0 75464 411400 0 0 8 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6496 39452 403504 0 75464 411404 0 0 12 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39452 403504 0 75464 411404 0 0 4 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6496 39456 403508 0 75468 411408 0 0 16 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6356 39456 403512 0 75468 411412 0 0 4 0 43928 44220 8124 4576 3548 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6496 39456 403516 0 75468 411416 0 0 8 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39456 403520 0 75468 411420 0 0 4 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6496 39456 403520 0 75468 411420 0 0 8 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39456 403524 0 75468 411424 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39456 403528 0 75468 411428 0 0 20 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39456 403532 0 75468 411432 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6232 39456 403536 0 75468 411436 0 0 8 0 43928 44220 8132 4580 3552 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6340 39460 403540 0 75468 411444 0 0 8 0 43928 44220 8144 4580 3564 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6232 39460 403544 0 75468 411448 0 0 20 0 43928 44220 8128 4580 3548 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6356 39460 403544 0 75468 411448 0 0 8 0 43928 44220 8124 4576 3548 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39460 403552 0 75468 411456 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39460 403556 0 75468 411460 0 0 4 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6232 39460 403556 0 75468 411460 0 0 8 0 43928 44220 8128 4580 3548 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6356 39460 403560 0 75468 411464 0 0 16 0 43928 44220 8128 4580 3548 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6356 39460 403560 0 75468 411464 0 0 8 0 43928 44220 8124 4580 3544 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6348 39460 403568 0 75468 411472 0 0 8 0 43928 44220 8132 4576 3556 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6208 39460 403572 0 75472 411472 0 0 20 0 43928 44220 8144 4576 3568 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6224 39460 403572 0 75472 411472 0 0 12 0 43928 44220 8132 4576 3556 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6348 39460 403576 0 75472 411476 0 0 8 0 43928 44220 8132 4576 3556 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39460 403576 0 75472 411476 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6232 39460 403584 0 75472 411484 0 0 4 0 43928 44220 8124 4576 3548 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39460 403584 0 75472 411484 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39460 403588 0 75472 411488 0 0 4 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39460 403592 0 75472 411492 0 0 8 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39460 403592 0 75472 411492 0 0 4 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39460 403600 0 75472 411500 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39460 403600 0 75472 411500 0 0 4 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39460 403608 0 75472 411508 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39460 403608 0 75472 411508 0 0 8 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39460 403612 0 75472 411512 0 0 20 0 43928 44220 8116 4576 3540 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39460 403620 0 75472 411520 0 0 8 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39460 403620 0 75472 411520 0 0 20 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39460 403624 0 75472 411524 0 0 16 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39460 403624 0 75472 411524 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39460 403628 0 75472 411528 0 0 8 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6248 39460 403636 0 75472 411536 0 0 20 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39460 403636 0 75472 411536 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39460 403640 0 75472 411540 0 0 4 0 43928 44220 8104 4576 3528 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6372 39460 403640 0 75472 411540 0 0 16 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6232 39460 403644 0 75472 411544 0 0 8 0 43928 44220 8124 4576 3548 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6248 39460 403648 0 75472 411548 0 0 12 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6248 39460 403656 0 75472 411556 0 0 4 0 43928 44220 8104 4576 3528 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6248 39460 403660 0 75472 411560 0 0 12 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6248 39460 403660 0 75472 411560 0 0 8 0 43928 44220 8104 4576 3528 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6248 39460 403664 0 75472 411564 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6232 39460 403668 0 75472 411568 0 0 8 0 43928 44220 8124 4576 3548 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6248 39460 403672 0 75472 411572 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6248 39460 403676 0 75472 411576 0 0 0 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403676 0 75472 411576 0 0 8 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6248 39460 403680 0 75472 411580 0 0 0 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403684 0 75472 411584 0 0 28 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6248 39460 403688 0 75472 411588 0 0 0 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403688 0 75472 411588 0 0 8 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403692 0 75472 411592 0 0 4 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403696 0 75472 411596 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6248 39460 403696 0 75472 411596 0 0 4 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6248 39460 403704 0 75472 411604 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403704 0 75472 411604 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6248 39460 403708 0 75472 411608 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403708 0 75472 411608 0 0 4 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6248 39460 403712 0 75472 411612 0 0 8 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6248 39460 403720 0 75472 411620 0 0 4 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6232 39460 403720 0 75472 411620 0 0 8 0 43928 44220 8128 4576 3552 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403724 0 75472 411624 0 0 0 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6108 39460 403724 0 75472 411624 0 0 20 0 43928 44220 8120 4576 3544 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403728 0 75472 411628 0 0 8 0 43928 44220 8104 4576 3528 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6100 39460 403736 0 75604 411636 0 0 20 0 44060 44412 8120 4576 3544 1212 0 0 0 254572 633660 768988 17460 751488 
509144 6248 39460 403736 0 75472 411636 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6248 39460 403740 0 75472 411640 0 0 8 0 43928 44220 8104 4576 3528 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6248 39460 403740 0 75472 411640 0 0 24 0 43928 44220 8104 4576 3528 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6248 39460 403744 0 75472 411644 0 0 4 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6248 39460 403748 0 75472 411648 0 0 8 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6248 39460 403752 0 75472 411652 0 0 4 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6248 39460 403756 0 75472 411656 0 0 20 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6248 39460 403756 0 75472 411656 0 0 4 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6248 39460 403764 0 75472 411664 0 0 20 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6248 39460 403768 0 75472 411668 0 0 4 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403772 0 75472 411672 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403776 0 75472 411676 0 0 20 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6108 39460 403776 0 75472 411676 0 0 8 0 43928 44220 8128 4576 3552 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403780 0 75472 411680 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403784 0 75472 411684 0 0 20 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403788 0 75472 411688 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403788 0 75472 411688 0 0 20 0 43928 44220 8104 4576 3528 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403792 0 75472 411692 0 0 12 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403796 0 75472 411696 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403800 0 75472 411700 0 0 4 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403804 0 75472 411704 0 0 20 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6000 39460 403804 0 75472 411704 0 0 16 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403808 0 75472 411708 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403812 0 75472 411712 0 0 16 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 5984 39460 403816 0 75472 411716 0 0 20 0 43928 44220 8128 4576 3552 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6000 39460 403820 0 75472 411720 0 0 20 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403820 0 75472 411720 0 0 4 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6000 39460 403824 0 75472 411724 0 0 16 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403824 0 75472 411724 0 0 4 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403832 0 75472 411732 0 0 8 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403836 0 75472 411736 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6000 39460 403836 0 75472 411736 0 0 8 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6124 39460 403840 0 75472 411740 0 0 12 0 43928 44220 8112 4576 3536 1192 0 0 0 254572 633304 768988 17460 751488 
509144 6000 39460 403840 0 75472 411740 0 0 24 0 43928 44220 8108 4576 3532 1192 0 0 0 254572 633304 768988 17460 751488 
509144 5356 39460 403852 0 76120 411748 0 0 0 0 44572 44440 8112 4576 3536 1256 0 0 0 254572 634552 768988 17460 751488 
509144 5208 39460 403852 0 76120 411748 0 0 8 0 44572 44440 8140 4576 3564 1256 0 0 0 254572 634552 768988 17460 751488 
509144 5332 39460 403856 0 76148 411732 0 0 8 0 44580 44440 8136 4576 3560 1256 0 0 0 254572 634552 768988 17460 751488 
509144 5208 39460 403860 0 76148 411736 0 0 4 0 44580 44440 8136 4576 3560 1256 0 0 0 254572 634552 768988 17460 751488 
509144 5332 39460 403860 0 76148 411736 0 0 8 0 44580 44440 8136 4576 3560 1256 0 0 0 254572 634552 768988 17460 751488 
